"","ContractRef","InterestType","MortgageType","NewLoan","ProbationaryLoans","DefaultedLoans","LTVCategory","CreditRating","MortgageYears","CreditRatingMovement","LTV","LoanBalance","InterestIncome","PropertyValue","AnnualPYMT","AddressLatitude","AddressLongitude","InArrears","County","ArrearsCategory","Town","Branch","MaturityDate","BookingDate","LastValuationDate","ValuationAgeYears","DT_score.No","DT_score.Yes","lr_score","PredictionDT"
"2598","00000CONTR00096270","Tracker","Owner Occupied","No","No","Yes","70 to 80%",1,29, 0,0.78000000,147466.674, 7189.000378,189059.84, 6519.305,53.66040, -6.408778,"Yes","Meath","< 90 days","Duleek","Branch 193","11/03/2038","18/03/2009","07/12/2013",4.23,0.04722274,0.95277726,0.8764677,"Yes"
"2599","00000CONTR00165470","Tracker","Owner Occupied","No","No","Yes","10 to 20%",4,35, 0,0.11767668, 16922.405,  676.896211,143804.24, 4108.692,53.33946, -6.279623,"Yes","Dublin","< 90 days","Merchants Quay","Branch 51","16/01/2025","25/01/1990","28/02/2013",5.29,0.63515585,0.36484415,0.6869363,"No"
"2600","00000CONTR00014876","Tracker","Owner Occupied","No","No","Yes","> 100%",2,28, 0,1.00025179,215282.206, 2152.822062,215228.01, 7686.715,53.47393, -6.239814,"No","Dublin","0","Oldtown","Branch 23","25/08/2040","01/09/2012","06/06/2013",4.92,0.04722274,0.95277726,0.7675539,"Yes"
"2601","00000CONTR00037404","Tracker","Owner Occupied","No","No","Yes","70 to 80%",1,28, 0,0.79000000,152226.101, 1712.543635,192691.27, 6881.831,53.47450, -6.240386,"No","Dublin","0","Oldtown","Branch 10","06/10/2042","13/10/2014","11/04/2015",2.38,0.04722274,0.95277726,0.8640801,"Yes"
"2602","00000CONTR00013688","Fixed","Owner Occupied","No","No","Yes","70 to 80%",1,30, 0,0.76000000,200928.380,12306.863300,264379.45, 8812.648,53.47396, -6.239463,"No","Dublin","0","Oldtown","Branch 38","31/07/2040","08/08/2010","16/02/2016",1.20,0.04722274,0.95277726,0.8307931,"Yes"
"2603","00000CONTR00141237","Variable","Buy to Let","No","No","Yes","60 to 70%",3,34,-2,0.63000000,162777.422, 9766.645323,258376.86, 7599.319,53.47433, -6.240105,"Yes","Dublin","< 6 months","Oldtown","Branch 227","13/05/2042","21/05/2008","13/04/2014",3.75,0.42792589,0.57207411,0.8483574,"Yes"
"2604","00000CONTR00158631","Tracker","Owner Occupied","No","No","Yes","60 to 70%",1,34, 0,0.65000000,172799.918, 1727.999180,265846.03, 7819.001,53.47404, -6.240345,"No","Dublin","0","Oldtown","Branch 36","09/02/2040","17/02/2006","21/12/2014",2.80,0.04722274,0.95277726,0.8606559,"Yes"
"2605","00000CONTR00053948","Fixed","Owner Occupied","No","No","Yes","90 to 100%",1,30,-2,0.90355734, 93677.601, 5035.171030,103676.43, 3455.881,53.47384, -6.239982,"Yes","Dublin","< 90 days","Oldtown","Branch 27","14/11/2042","21/11/2012","19/11/2014",2.92,0.04722274,0.95277726,0.8963348,"Yes"
"2606","00000CONTR00141198","Tracker","Buy to Let","No","No","Yes","30 to 40%",2,35,-3,0.35303004, 34902.461, 1526.982662, 98865.41, 2824.726,53.47354, -6.239826,"No","Dublin","0","Oldtown","Branch 55","28/01/2037","06/02/2002","17/01/2016",1.32,0.04722274,0.95277726,0.8966957,"Yes"
"2607","00000CONTR00222553","Tracker","Buy to Let","No","No","Yes","90 to 100%",4,35, 0,0.91787811,104707.383, 3010.337249,114075.48, 3259.299,53.47447, -6.239723,"No","Dublin","0","Oldtown","Branch 110","28/08/2043","05/09/2008","17/06/2013",4.88,0.63515585,0.36484415,0.8484093,"No"
"2608","00000CONTR00031869","Tracker","Owner Occupied","No","No","Yes","60 to 70%",1,30, 0,0.64000000,185088.808, 7172.191293,289201.26, 9640.042,53.47395, -6.239594,"No","Dublin","0","Oldtown","Branch 3","25/09/2035","02/10/2005","20/02/2013",5.32,0.04722274,0.95277726,0.8552870,"Yes"
"2609","00000CONTR00086424","Variable","Owner Occupied","No","No","Yes","70 to 80%",1,33,-1,0.75000000, 56206.560, 3302.135420, 74942.08, 2270.972,53.47439, -6.240183,"No","Dublin","0","Oldtown","Branch 191","30/03/2043","07/04/2010","05/01/2014",4.12,0.04722274,0.95277726,0.9066139,"Yes"
"2610","00000CONTR00093974","Fixed","Owner Occupied","No","No","Yes","30 to 40%",1,34,-2,0.39000000, 20750.092, 1037.504608, 53205.36, 1564.864,53.47380, -6.239771,"No","Dublin","0","Oldtown","Branch 27","01/05/2032","10/05/1998","09/11/2014",2.95,0.04722274,0.95277726,0.8548302,"Yes"
"2611","00000CONTR00195422","Tracker","Owner Occupied","No","No","Yes","30 to 40%",1,32,-3,0.31772704, 20548.635,   51.371587, 64673.86, 2021.058,53.47398, -6.240270,"No","Dublin","0","Oldtown","Branch 55","14/02/2027","22/02/1995","13/06/2015",2.14,0.04722274,0.95277726,0.8547261,"Yes"
"2612","00000CONTR00045518","Tracker","Owner Occupied","No","No","Yes","> 100%",3,29, 0,1.04732246,204831.614,  768.118551,195576.45, 6744.016,53.47441, -6.240634,"No","Dublin","0","Oldtown","Branch 202","17/07/2039","24/07/2010","20/03/2014",3.84,0.42792589,0.57207411,0.7150166,"Yes"
"2613","00000CONTR00171595","Fixed","Buy to Let","No","Yes","Yes","60 to 70%",4,28, 1,0.60000000,159554.107,10171.574310,265923.51, 9497.268,53.47403, -6.239358,"Yes","Dublin","< 90 days","Oldtown","Branch 51","25/10/2033","01/11/2005","18/10/2016",0.28,0.63515585,0.36484415,0.4548464,"No"
"2614","00000CONTR00063910","Tracker","Owner Occupied","No","No","Yes","30 to 40%",3,35, 0,0.36479771, 40669.173, 1677.603401,111484.18, 3185.262,53.47409, -6.239496,"No","Dublin","0","Oldtown","Branch 50","10/10/2037","19/10/2002","27/01/2016",1.28,0.42792589,0.57207411,0.7591640,"Yes"
"2615","00000CONTR00084220","Tracker","Owner Occupied","No","No","Yes","70 to 80%",3,35, 0,0.72000000,166277.741, 2909.860467,230941.31, 6598.323,53.47426, -6.239106,"No","Dublin","0","Oldtown","Branch 234","02/06/2041","11/06/2006","06/11/2015",1.59,0.42792589,0.57207411,0.7384976,"Yes"
"2616","00000CONTR00138434","Fixed","Buy to Let","No","No","Yes","60 to 70%",3,32, 2,0.62000000,204428.699,11754.650210,329723.71,10303.866,53.47387, -6.240357,"No","Dublin","0","Oldtown","Branch 249","09/02/2040","17/02/2008","01/05/2015",2.30,0.42792589,0.57207411,0.8358204,"Yes"
"2617","00000CONTR00049536","Variable","Owner Occupied","No","No","Yes","40 to 50%",1,33,-3,0.43540372, 46687.707,  583.596342,107228.54, 3249.350,53.47409, -6.239323,"No","Dublin","0","Oldtown","Branch 83","11/09/2035","19/09/2002","15/02/2013",5.34,0.04722274,0.95277726,0.8785166,"Yes"
"2618","00000CONTR00023653","Fixed","Owner Occupied","No","No","Yes","70 to 80%",1,30, 0,0.72000000,140214.215, 9464.459514,194741.97, 6491.399,53.47371, -6.240520,"No","Dublin","0","Oldtown","Branch 1","09/01/2038","17/01/2008","23/05/2016",0.84,0.04722274,0.95277726,0.8640436,"Yes"
"2619","00000CONTR00047731","Variable","Owner Occupied","No","No","Yes","60 to 70%",3,35, 0,0.67000000,181991.403, 2957.360299,271628.96, 7760.827,53.47415, -6.239928,"No","Dublin","0","Oldtown","Branch 191","16/10/2040","25/10/2005","28/09/2014",3.11,0.42792589,0.57207411,0.7381769,"Yes"
"2620","00000CONTR00066002","Tracker","Buy to Let","No","No","Yes","90 to 100%",1,31,-2,0.94141345,127169.861, 1112.736283,135083.96, 4357.547,53.47377, -6.239980,"No","Dublin","0","Oldtown","Branch 17","25/12/2037","02/01/2007","14/05/2015",2.25,0.04722274,0.95277726,0.9414369,"Yes"
"2621","00000CONTR00152528","Fixed","Owner Occupied","No","No","Yes","60 to 70%",2,32, 0,0.65000000,164540.173, 8844.034277,253138.73, 7910.585,53.47378, -6.239874,"No","Dublin","0","Oldtown","Branch 17","24/09/2037","02/10/2005","18/08/2015",1.89,0.04722274,0.95277726,0.8031398,"Yes"
"2622","00000CONTR00173084","Variable","Buy to Let","No","No","Yes","0 to 10%",1,31, 0,0.02353534,  2392.304,   41.865326,101647.34, 3278.946,52.13587, -8.631616,"No","Cork","0","Mallow","Branch 250","04/10/2022","12/10/1991","20/10/2014",3.03,0.04722274,0.95277726,0.9210137,"Yes"
"2623","00000CONTR00191247","Tracker","Owner Occupied","No","No","Yes","> 100%",4,31, 2,1.01581274, 90378.739, 2146.495047, 88971.85, 2870.060,53.77766, -8.097829,"No","Roscommon","0","Strokestown","Branch 76","07/01/2044","14/01/2013","05/05/2016",0.91,0.63515585,0.36484415,0.8069846,"No"
"2624","00000CONTR00015000","Tracker","Owner Occupied","No","No","Yes","20 to 30%",3,30, 0,0.28730903, 42809.656, 1230.777615,149002.12, 4966.737,54.21253, -8.507920,"No","Sligo","0","Knockmuldoney","Branch 221","12/01/2029","20/01/1999","20/03/2016",1.08,0.42792589,0.57207411,0.7782343,"Yes"
"2625","00000CONTR00066318","Variable","Owner Occupied","No","No","Yes","60 to 70%",1,29,-1,0.60000000,122158.613,  152.698266,203597.69, 7020.610,53.27114, -6.821401,"No","Kildare","0","Robertstown","Branch 68","11/11/2035","18/11/2006","03/03/2015",2.52,0.04722274,0.95277726,0.8881873,"Yes"
"2626","00000CONTR00127718","Variable","Owner Occupied","No","No","Yes","90 to 100%",1,35,-2,0.94674573, 71567.672, 2057.570577, 75593.34, 2159.810,54.26547, -8.598089,"No","Sligo","0","Carrowbunnaun","Branch 226","10/03/2050","19/03/2015","19/03/2015",2.46,0.04722274,0.95277726,0.9219858,"Yes"
"2627","00000CONTR00222018","Tracker","Owner Occupied","No","No","Yes","0 to 10%",4,28, 0,0.03530300,  2392.304,   98.682553, 67764.89, 2420.175,53.34060, -6.444442,"Yes","Dublin","< 90 days","Lucan","Branch 31","27/02/2016","05/03/1988","06/10/2014",3.08,0.63515585,0.36484415,0.5777056,"No"
"2628","00000CONTR00120973","Fixed","Owner Occupied","No","No","Yes","30 to 40%",2,33, 0,0.36479771, 35884.565, 2153.073884, 98368.39, 2980.860,52.06841, -9.527475,"No","Kerry","0","Killarney","Branch 192","04/11/2027","12/11/1994","26/08/2016",0.48,0.04722274,0.95277726,0.8552039,"Yes"
"2629","00000CONTR00141026","Tracker","Owner Occupied","No","No","Yes","90 to 100%",3,32, 1,0.90611044,110801.463, 2077.527432,122282.51, 3821.329,54.21344, -9.083347,"No","Sligo","0","Enniscrone","Branch 231","31/05/2043","08/06/2011","02/03/2016",1.15,0.42792589,0.57207411,0.8112721,"Yes"
"2630","00000CONTR00000084","Fixed","Owner Occupied","No","No","Yes","70 to 80%",1,33, 0,0.75000000,316388.000,16214.885000,421850.67,12783.354,55.20925, -7.618692,"No","Donegal","0","Portsalon","Branch 162","26/07/2043","03/08/2010","21/08/2016",0.50,0.04722274,0.95277726,0.7908340,"Yes"
"2631","00000CONTR00220279","Fixed","Buy to Let","No","No","Yes","60 to 70%",4,28, 0,0.63000000,177030.519,12170.848200,281000.82,10035.744,53.68797, -6.246734,"No","Meath","0","Laytown","Branch 228","03/09/2035","10/09/2007","20/10/2013",4.41,0.56958175,0.43041825,0.7994795,"No"
"2632","00000CONTR00026630","Tracker","Buy to Let","No","No","Yes","0 to 10%",2,34, 0,0.03530300,  2316.758,   95.566262, 65624.95, 1930.146,53.92917, -8.002377,"No","Leitrim","0","Leitrim","Branch 72","25/04/2021","04/05/1987","28/04/2014",3.69,0.04722274,0.95277726,0.8523662,"Yes"
"2633","00000CONTR00094480","Fixed","Owner Occupied","No","No","Yes","70 to 80%",1,32,-1,0.79000000,129184.433, 8396.988147,163524.60, 5110.144,52.63166, -8.639171,"No","Limerick","0","Dooradoyle","Branch 253","07/03/2047","15/03/2015","15/03/2015",2.48,0.04722274,0.95277726,0.8741024,"Yes"
"2634","00000CONTR00130122","Tracker","Owner Occupied","No","No","Yes","40 to 50%",3,28, 0,0.41717167, 41500.184,  933.754148, 99479.87, 3552.853,52.63169, -8.639320,"No","Limerick","0","Dooradoyle","Branch 145","13/06/2028","20/06/2000","10/01/2016",1.34,0.42792589,0.57207411,0.7676621,"No"
"2635","00000CONTR00034659","Fixed","Owner Occupied","No","No","Yes","70 to 80%",3,34, 0,0.77000000,109366.080, 5605.011622,142033.87, 4177.467,51.92498, -8.600602,"No","Cork","0","Tower","Branch 150","02/04/2046","10/04/2012","28/11/2016",0.12,0.42792589,0.57207411,0.7999475,"Yes"
"2636","00000CONTR00174711","Tracker","Buy to Let","No","No","Yes","60 to 70%",2,31, 0,0.64000000,144595.909,  542.234660,225931.11, 7288.100,53.16822, -6.803739,"No","Kildare","0","Newbridge","Branch 180","17/02/2037","25/02/2006","21/09/2015",1.76,0.04722274,0.95277726,0.9094199,"Yes"
"2637","00000CONTR00131518","Variable","Owner Occupied","No","No","Yes","90 to 100%",1,31,-1,0.90611044,120874.323, 5590.437453,133399.11, 4303.197,52.94966, -7.801772,"No","Tipperary","0","Roscrea","Branch 113","25/07/2046","02/08/2015","02/08/2015",1.95,0.04722274,0.95277726,0.9070259,"Yes"
"2638","00000CONTR00088220","Tracker","Buy to Let","No","Yes","Yes","> 100%",5,31, 4,1.12969614,203471.778, 7884.531380,180111.95, 5810.063,54.48674, -8.268463,"No","Donegal","0","Drumacrin","Branch 163","05/10/2045","13/10/2014","13/10/2014",3.06,0.06707065,0.93292935,0.4832422,"Yes"
"2639","00000CONTR00205153","Fixed","Owner Occupied","No","No","Yes","40 to 50%",1,29,-2,0.44717139, 46234.429, 2831.858756,103393.08, 3565.279,54.19654, -8.434068,"Yes","Sligo","< 90 days","Ballygawley","Branch 221","26/01/2031","02/02/2002","22/10/2014",3.02,0.04722274,0.95277726,0.8671357,"Yes"
"2640","00000CONTR00092162","Fixed","Owner Occupied","No","No","Yes","60 to 70%",1,32, 0,0.66000000, 86475.505, 5296.624709,131023.49, 4094.484,54.19633, -8.434178,"No","Sligo","0","Ballygawley","Branch 231","29/08/2037","06/09/2005","17/10/2014",3.04,0.04722274,0.95277726,0.8834465,"Yes"
"2641","00000CONTR00190030","Fixed","Owner Occupied","No","No","Yes","90 to 100%",2,34, 0,0.91787811,153006.748, 8224.112682,166696.15, 4902.828,53.69753, -6.256251,"No","Meath","0","Bettystown","Branch 22","07/01/2041","16/01/2007","12/09/2014",3.17,0.04722274,0.95277726,0.8361258,"Yes"
"2642","00000CONTR00097437","Variable","Owner Occupied","No","No","Yes","70 to 80%",1,28, 0,0.79000000,138703.286, 3120.823935,175573.78, 6270.492,51.61460, -8.913945,"No","Cork","0","The Miles","Branch 122","02/04/2039","09/04/2011","13/10/2014",3.06,0.04722274,0.95277726,0.9018562,"Yes"
"2643","00000CONTR00018997","Tracker","Owner Occupied","Yes","Yes","Yes","70 to 80%",4,29, 3,0.72000000,119539.669, 1195.396693,166027.32, 5725.080,53.53085, -7.319821,"No","Westmeath","0","Mullingar","Branch 26","16/06/2045","23/06/2016","23/06/2016",0.72,0.56958175,0.43041825,0.2916752,"Yes"
"2644","00000CONTR00075058","Tracker","Buy to Let","No","No","Yes","30 to 40%",1,34, 0,0.38833305, 46687.707, 1984.227563,120225.94, 3536.057,53.51183, -7.141203,"No","Westmeath","0","Glebe","Branch 54","16/01/2032","24/01/1998","12/07/2013",4.78,0.04722274,0.95277726,0.9425737,"Yes"
"2645","00000CONTR00121614","Variable","Owner Occupied","No","No","Yes","0 to 10%",2,33, 0,0.05883834,  4986.066,   24.930329, 84741.78, 2567.933,52.12484, -8.640062,"No","Cork","0","Mallow","Branch 12","07/06/2024","16/06/1991","11/05/2013",5.02,0.04722274,0.95277726,0.7890090,"Yes"
"2646","00000CONTR00079480","Tracker","Owner Occupied","No","No","Yes","0 to 10%",1,28,-3,0.02353534,  7705.738,  327.493870,327411.43,11693.265,52.98725, -6.070331,"No","Wicklow","0","Burkeen","Branch 166","24/11/2015","01/12/1987","04/09/2013",4.58,0.04722274,0.95277726,0.9635047,"Yes"
"2647","00000CONTR00123615","Tracker","Owner Occupied","No","No","Yes","30 to 40%",1,32, 0,0.38000000, 24174.865, 1057.650329, 63618.06, 1988.065,52.36120, -8.688942,"No","Cork","0","Broomscourt","Branch 158","04/02/2028","12/02/1996","03/04/2014",3.78,0.04722274,0.95277726,0.8665457,"Yes"
"2648","00000CONTR00090199","Tracker","Owner Occupied","No","No","Yes","0 to 10%",1,35, 0,0.03530300,  2518.215,   15.738844, 71331.47, 2038.042,52.24049, -7.061356,"No","Waterford","0","Dunmore Road","Branch 14","22/10/2023","30/10/1988","03/10/2015",1.72,0.04722274,0.95277726,0.8256325,"Yes"
"2649","00000CONTR00224974","Tracker","Owner Occupied","No","No","Yes","> 100%",3,35, 0,1.02378712,202363.763, 1517.728222,197661.95, 5647.484,53.37771, -6.358128,"No","Dublin","0","Dunsink","Branch 5","30/08/2043","07/09/2008","23/04/2015",2.33,0.42792589,0.57207411,0.7252399,"Yes"
"2650","00000CONTR00094566","Variable","Owner Occupied","No","No","Yes","70 to 80%",2,30, 0,0.74136309, 91562.300,  686.717249,123505.34, 4116.845,53.28071, -6.302269,"No","Dublin","0","Dublin","Branch 1","04/10/2036","12/10/2006","12/01/2013",5.47,0.04722274,0.95277726,0.8587711,"Yes"
"2651","00000CONTR00080247","Tracker","Buy to Let","No","No","Yes","0 to 10%",1,28, 0,0.03530300,  7101.366,   26.630124,201154.74, 7184.098,53.44969, -6.152031,"No","Dublin","0","Malahide","Branch 23","30/01/2020","06/02/1992","27/12/2016",0.02,0.04722274,0.95277726,0.9521027,"Yes"
"2652","00000CONTR00234875","Variable","Owner Occupied","No","No","Yes","70 to 80%",1,34, 0,0.76000000,172749.554,11876.531820,227302.04, 6685.354,53.69599, -7.818654,"No","Longford","0","Stonepark","Branch 41","13/08/2046","21/08/2012","06/06/2016",0.78,0.04722274,0.95277726,0.8489780,"Yes"
"2653","00000CONTR00184194","Tracker","Owner Occupied","No","No","Yes","60 to 70%",1,30, 0,0.67000000,166202.195, 2493.032918,248062.98, 8268.766,54.21302, -9.086794,"No","Sligo","0","Enniscrone","Branch 221","20/11/2038","27/11/2008","01/07/2013",4.83,0.04722274,0.95277726,0.8654861,"Yes"
"2654","00000CONTR00204488","Tracker","Owner Occupied","No","No","Yes","70 to 80%",1,34,-4,0.71000000,156330.791, 3517.442808,220184.21, 6476.006,53.39867, -6.226284,"No","Dublin","0","Larch Hill","Branch 111","29/09/2048","08/10/2014","25/04/2015",2.32,0.04722274,0.95277726,0.8660140,"Yes"
"2655","00000CONTR00049487","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,29, 0,0.62000000,126792.129, 5230.175309,204503.43, 7051.843,52.14571, -8.393561,"No","Cork","0","Ballyhooly","Branch 155","14/11/2035","21/11/2006","01/08/2014",3.33,0.04722274,0.95277726,0.8383289,"Yes"
"2656","00000CONTR00066469","Tracker","Owner Occupied","No","No","Yes","60 to 70%",1,29, 0,0.64000000, 86651.781, 4007.644849,135393.41, 4668.738,53.25463, -6.661662,"No","Kildare","0","Sallins Park","Branch 94","02/03/2034","09/03/2005","06/07/2013",4.81,0.04722274,0.95277726,0.8955625,"Yes"
"2657","00000CONTR00034246","Fixed","Owner Occupied","No","No","Yes","70 to 80%",2,28, 0,0.79000000, 66631.971, 3914.628280, 84344.27, 3012.295,52.67143, -7.255423,"No","Kilkenny","0","Kilkenny","Branch 102","12/08/2041","19/08/2013","08/02/2015",2.61,0.04722274,0.95277726,0.9088423,"Yes"
"2658","00000CONTR00089940","Tracker","Owner Occupied","No","No","Yes","90 to 100%",1,35, 0,0.94141345, 70837.390, 2036.574959, 75245.78, 2149.879,52.67141, -7.255541,"No","Kilkenny","0","Kilkenny","Branch 102","05/02/2048","13/02/2013","28/07/2015",1.97,0.04722274,0.95277726,0.9473148,"Yes"
"2659","00000CONTR00175555","Tracker","Buy to Let","No","No","Yes","70 to 80%",5,33, 1,0.70000000,181563.307, 6808.623992,259376.15, 7859.883,52.63542, -9.597700,"No","Clare","0","Querrin","Branch 188","14/04/2042","22/04/2009","25/02/2015",2.55,0.06707065,0.93292935,0.7756480,"Yes"
"2660","00000CONTR00155902","Variable","Buy to Let","No","No","Yes","90 to 100%",1,28,-1,0.94141345,194456.568,12396.606180,206558.09, 7377.075,52.34218, -6.531455,"No","Wexford","0","Barntown","Branch 216","15/04/2042","22/04/2014","22/04/2014",3.71,0.04722274,0.95277726,0.9321234,"Yes"
"2661","00000CONTR00008940","Fixed","Owner Occupied","No","No","Yes","70 to 80%",2,30, 0,0.73000000, 93375.415, 5602.524885,127911.53, 4263.718,52.86198, -8.196452,"No","Tipperary","0","Nenagh","Branch 236","10/02/2039","17/02/2009","21/08/2016",0.50,0.04722274,0.95277726,0.8639399,"Yes"
"2662","00000CONTR00143435","Tracker","Owner Occupied","No","No","Yes","70 to 80%",1,31,-2,0.79000000,112362.756, 4073.149918,142231.34, 4588.108,53.31956, -6.296352,"No","Dublin","0","Crumlin","Branch 55","11/08/2040","19/08/2009","15/01/2014",4.08,0.04722274,0.95277726,0.8915132,"Yes"
"2663","00000CONTR00074029","Variable","Owner Occupied","No","No","Yes","70 to 80%",2,35, 0,0.78000000,166101.466, 3944.909816,212950.60, 6084.303,52.06597, -9.510648,"No","Kerry","0","Killarney","Branch 47","18/10/2043","26/10/2008","14/11/2014",2.94,0.04722274,0.95277726,0.8526281,"Yes"
"2664","00000CONTR00185542","Tracker","Owner Occupied","No","No","Yes","70 to 80%",1,32, 0,0.70000000, 68646.543,  772.273606, 98066.49, 3064.578,53.43524, -6.140143,"No","Dublin","0","Portmarnock","Branch 36","02/07/2039","10/07/2007","04/08/2015",1.94,0.04722274,0.95277726,0.8957621,"Yes"
"2665","00000CONTR00188666","Tracker","Owner Occupied","No","No","Yes","60 to 70%",1,32,-1,0.69000000,120874.323, 3626.229699,175180.18, 5474.381,53.97814,-10.084859,"No","Mayo","0","Keel","Branch 133","12/04/2040","20/04/2008","01/11/2013",4.36,0.04722274,0.95277726,0.9112082,"Yes"
"2666","00000CONTR00220201","Variable","Owner Occupied","No","No","Yes","10 to 20%",1,30, 0,0.16474735, 12968.808,  372.853219, 78719.37, 2623.979,53.29417, -6.200000,"No","Dublin","0","Stillorgan","Branch 83","01/10/2021","09/10/1991","18/06/2016",0.74,0.04722274,0.95277726,0.8512339,"Yes"
"2667","00000CONTR00190170","Variable","Owner Occupied","No","No","Yes","90 to 100%",1,31, 0,0.91787811,194456.568, 1215.353548,211854.46, 6834.015,52.85921, -8.942398,"Yes","Clare","< 90 days","Ennis","Branch 205","31/05/2046","08/06/2015","14/07/2015",2.02,0.04722274,0.95277726,0.8667827,"Yes"
"2668","00000CONTR00026777","Fixed","Owner Occupied","Yes","No","Yes","90 to 100%",1,35, 0,0.92964578,132055.198, 6767.828908,142048.94, 4058.541,54.48518, -8.269456,"No","Donegal","0","Bundoran","Branch 58","02/01/2051","11/01/2016","11/01/2016",1.34,0.04722274,0.95277726,0.8829117,"Yes"
"2669","00000CONTR00046998","Tracker","Owner Occupied","No","No","Yes","60 to 70%",1,31, 0,0.62000000,127169.861, 2702.359546,205112.68, 6616.538,53.29848, -6.350607,"No","Dublin","0","Tymon North","Branch 249","28/12/2037","05/01/2007","22/07/2014",3.37,0.04722274,0.95277726,0.8810212,"Yes"
"2670","00000CONTR00169824","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,30, 0,0.66000000, 83000.369, 3838.767051,125758.13, 4191.938,51.95717, -7.857310,"No","Cork","0","Youghal","Branch 254","19/09/2038","26/09/2008","18/11/2013",4.30,0.04722274,0.95277726,0.8563063,"Yes"
"2671","00000CONTR00225387","Tracker","Owner Occupied","No","No","Yes","60 to 70%",3,33,-1,0.64000000,124122.821,  775.767630,193941.91, 5877.027,53.36068, -6.196519,"No","Dublin","0","Clontarf","Branch 212","07/06/2041","15/06/2008","17/12/2013",4.19,0.42792589,0.57207411,0.7701623,"Yes"
"2672","00000CONTR00043783","Fixed","Owner Occupied","No","No","Yes","60 to 70%",1,32, 0,0.64000000,102214.350, 5110.717482,159709.92, 4990.935,53.29199, -6.144424,"No","Dublin","0","D<fa>n Laoghaire","Branch 48","20/03/2038","28/03/2006","18/03/2014",3.85,0.04722274,0.95277726,0.8813097,"Yes"
"2673","00000CONTR00099962","Fixed","Owner Occupied","Yes","No","Yes","90 to 100%",1,32, 0,0.94141345,206921.732,10346.086610,219799.00, 6868.719,53.62790, -6.271723,"No","Meath","0","Stadalt","Branch 201","20/11/2048","28/11/2016","28/11/2016",0.12,0.04722274,0.95277726,0.7817605,"Yes"
"2674","00000CONTR00146519","Tracker","Buy to Let","No","No","Yes","70 to 80%",4,28, 3,0.78000000,164389.080, 1232.918098,210755.23, 7526.973,53.45141, -6.198145,"No","Dublin","0","Malahide","Branch 38","01/03/2042","08/03/2014","09/02/2016",1.23,0.63515585,0.36484415,0.7863220,"No"
"2675","00000CONTR00142760","Variable","Buy to Let","No","No","Yes","70 to 80%",2,35,-3,0.79000000,141674.780, 3541.869494,179335.16, 5123.862,51.84689,-10.186740,"No","Kerry","0","Murreagh","Branch 242","19/07/2041","28/07/2006","20/10/2013",4.41,0.04722274,0.95277726,0.9337231,"Yes"
"2676","00000CONTR00097397","Fixed","Owner Occupied","No","No","Yes","90 to 100%",2,32, 0,0.90611044,124122.821, 7912.829822,136984.21, 4280.756,53.26352, -6.133643,"No","Dublin","0","Killiney","Branch 101","07/03/2047","15/03/2015","14/10/2016",0.29,0.04722274,0.95277726,0.8486187,"Yes"
"2677","00000CONTR00093444","Variable","Owner Occupied","No","No","Yes","30 to 40%",1,29, 0,0.36479771, 33391.532, 1711.316005, 91534.38, 3156.358,52.67600, -7.256623,"No","Kilkenny","0","Bleach Green","Branch 164","15/11/2033","22/11/2004","26/10/2015",1.63,0.04722274,0.95277726,0.9145702,"Yes"
"2678","00000CONTR00101702","Fixed","Owner Occupied","No","No","Yes","90 to 100%",3,31,-2,0.90611044,151546.183, 9661.069156,167249.13, 5395.133,53.71362, -6.354151,"No","Louth","0","Drogheda","Branch 255","20/04/2040","28/04/2009","13/06/2013",4.89,0.42792589,0.57207411,0.7658911,"Yes"
"2679","00000CONTR00125412","Variable","Owner Occupied","No","No","Yes","60 to 70%",1,34, 0,0.64000000,101786.253, 6234.408001,159041.02, 4677.677,53.71345, -6.353914,"No","Louth","0","Drogheda","Branch 45","29/05/2040","07/06/2006","01/08/2014",3.33,0.04722274,0.95277726,0.8899193,"Yes"
"2680","00000CONTR00050555","Variable","Owner Occupied","No","No","Yes","40 to 50%",3,32, 0,0.41964071, 31099.956, 1749.372531, 74110.91, 2315.966,52.13881, -8.660298,"No","Cork","0","Mallow","Branch 63","08/10/2030","16/10/1998","02/10/2014",3.10,0.42792589,0.57207411,0.7781403,"Yes"
"2681","00000CONTR00024610","Variable","Owner Occupied","No","No","Yes","60 to 70%",1,30, 0,0.63000000, 67437.800, 2528.917483,107044.13, 3568.138,53.34540, -6.452385,"No","Dublin","0","Lucan","Branch 36","18/05/2038","25/05/2008","08/03/2014",3.88,0.04722274,0.95277726,0.8970654,"Yes"
"2682","00000CONTR00105571","Tracker","Owner Occupied","No","No","Yes","60 to 70%",1,29, 0,0.69000000,114125.507, 2567.823906,165399.29, 5703.424,53.71697, -9.008599,"No","Mayo","0","Claremorris","Branch 154","27/08/2037","03/09/2008","27/02/2014",3.92,0.04722274,0.95277726,0.9136261,"Yes"
