"","ContractRef","InterestType","MortgageType","NewLoan","ProbationaryLoans","DefaultedLoans","LTVCategory","CreditRating","MortgageYears","CreditRatingMovement","LTV","LoanBalance","InterestIncome","PropertyValue","AnnualPYMT","AddressLatitude","AddressLongitude","InArrears","County","ArrearsCategory","prediction"
"1659","00000CONTR00081416","Tracker","Buy to Let","Yes","No","Yes","90 to 100%","2",35,0,0.92964578,0.609335742407419,0.898310773158268,-0.0139064753322988,-0.247331189713921,53.3159862,-6.2820509,"No","Dublin","0",NA
"1660","00000CONTR00057697","Tracker","Owner Occupied","No","No","Yes","60 to 70%","3",33,-1,0.61,-0.436896885272359,-0.291655344943639,-0.391482407983822,-0.480820929078573,53.3161441,-6.2819199,"No","Dublin","0",NA
"1661","00000CONTR00049908","Tracker","Owner Occupied","No","No","Yes","60 to 70%","2",31,0,0.66,0.169868099648552,-0.982210342966332,0.303069885959898,0.328197447096861,53.31603,-6.2824102,"No","Dublin","0",0.965630153211102
"1663","00000CONTR00202894","Tracker","Buy to Let","No","Yes","Yes","60 to 70%","4",30,1,0.67,-0.85888570162543,-0.792339545456742,-1.13358315256258,-1.07110868644588,53.84143,-9.0008794,"No","Mayo","0",NA
"1665","00000CONTR00190643","Tracker","Owner Occupied","No","No","Yes","70 to 80%","4",33,2,0.72,0.441622238872664,-0.131317984314904,0.432021435681922,0.293139848212281,53.1878576,-6.1142753,"No","Wicklow","0",0.392121597582773
"1668","00000CONTR00211825","Fixed","Buy to Let","No","No","Yes","10 to 20%","3",31,-2,0.176515022,-1.40655560553428,-0.799978025909482,-0.771027545123771,-0.74640851166905,53.0337267,-7.3200706,"No","Laois","0",NA
"1673","00000CONTR00034730","Tracker","Buy to Let","No","No","Yes","60 to 70%","5",28,3,0.69,0.980136566966449,0.702256444309093,1.26035493946707,1.66478043872674,53.3098954,-6.3199589,"No","Dublin","0",0.951625383347489
"1675","00000CONTR00096563","Fixed","Owner Occupied","No","No","Yes","60 to 70%","2",32,-2,0.67,0.832398864849449,2.19903485617184,1.16506170901319,1.0830803258843,51.8210819,-8.3868674,"No","Cork","0",0.969578075246681
"1679","00000CONTR00234670","Fixed","Owner Occupied","No","No","Yes","40 to 50%","3",34,1,0.470706724,-0.882190803940521,-0.16768159635738,-0.695886131694257,-0.810530060569173,53.9827518,-6.3996427,"No","Louth","0",NA
"1681","00000CONTR00219571","Fixed","Owner Occupied","No","No","Yes","0 to 10%","3",30,-1,0.011767668,-1.65708545514056,-1.06972954515443,0.882083535276794,1.01273301303918,53.9824649,-6.3989473,"No","Louth","0",NA
"1683","00000CONTR00059339","Variable","Owner Occupied","No","No","Yes","60 to 70%","2",31,0,0.61,0.140736720928384,-1.07360940818295,0.470806128083003,0.496013104520791,53.2694383,-9.0590246,"No","Galway","0",0.964859195551245
"1685","00000CONTR00086839","Tracker","Owner Occupied","No","No","Yes","70 to 80%","2",32,-3,0.78,1.3455272778152,1.46787264655418,1.27913393209791,1.19364011196833,52.4953919,-6.5728866,"No","Wexford","0",0.962205024089416
"1688","00000CONTR00097571","Tracker","Owner Occupied","No","No","Yes","70 to 80%","3",34,-1,0.76,-0.0665122239039092,0.0699600146606957,-0.319221765985431,-0.466938189954325,52.6604672,-8.6551463,"No","Limerick","0",NA
"1689","00000CONTR00164372","Fixed","Owner Occupied","Yes","No","Yes","90 to 100%","2",28,0,0.917878112,0.724196603864726,2.05717736434226,0.129017947646468,0.411635753384635,52.6615046,-8.612415,"No","Limerick","0",0.949642010707418
"1690","00000CONTR00077893","Tracker","Owner Occupied","Yes","No","Yes","70 to 80%","3",31,0,0.76,0.753327980932285,-0.88020227727962,0.663081561846636,0.688379570541851,52.5291046,-7.1941951,"No","Kilkenny","0",0.649151661668253
"1691","00000CONTR00229773","Tracker","Buy to Let","No","No","Yes","30 to 40%","4",35,-1,0.387225041,-1.31208670868531,-0.930923403434786,-1.36664276564644,-1.44603630187782,53.3484699,-6.2448093,"No","Dublin","0",NA
"1692","00000CONTR00140900","Tracker","Owner Occupied","No","No","Yes","60 to 70%","3",28,0,0.6,-0.214666088385185,-0.686128294798399,-0.0228354214877075,0.243432782281657,53.3484294,-6.2451558,"No","Dublin","0",NA
"1693","00000CONTR00026380","Fixed","Owner Occupied","No","No","Yes","70 to 80%","2",34,0,0.76,-0.179708434912549,0.835262998904794,-0.454849433755691,-0.590657257015724,53.703769,-6.3545087,"No","Meath","0",NA
"1695","00000CONTR00098951","Variable","Owner Occupied","No","No","Yes","60 to 70%","2",35,1,0.67,-0.749018790853083,-0.588404244464777,-0.984261734376906,-1.10719561291799,53.3844675,-6.5877543,"No","Kildare","0",NA
"1697","00000CONTR00207074","Tracker","Buy to Let","No","No","Yes","90 to 100%","3",29,-1,0.906110444,0.884003020164591,-0.867511891919072,0.32082318651208,0.524987252530976,53.3736758,-6.3358744,"No","Dublin","0",0.562221221534546
"1698","00000CONTR00003636","Tracker","Owner Occupied","No","No","Yes","70 to 80%","3",35,0,0.77,0.42455957433536,0.530693750380042,0.236136751040239,-0.0257594794823129,53.3732905,-6.3350612,"No","Dublin","0",0.561295121776285
"1702","00000CONTR00052768","Tracker","Owner Occupied","No","No","Yes","60 to 70%","2",30,0,0.62,0.626814568647954,0.349188907847672,1.14044848810181,1.27983653082691,53.3568867,-6.2610085,"No","Dublin","0",0.960343868310718
"1703","00000CONTR00049062","Tracker","Owner Occupied","No","No","Yes","30 to 40%","2",30,0,0.305959371,-1.19472887221604,-0.65405880182645,-0.77639478900466,-0.701839297449287,53.6827544,-6.2382565,"No","Meath","0",NA
"1705","00000CONTR00015214","Fixed","Owner Occupied","No","No","Yes","70 to 80%","2",34,0,0.73,1.3284646132779,2.18812274247744,1.50120535807194,1.1936488393869,53.2288123,-8.877615,"No","Galway","0",0.95759711181349
"1713","00000CONTR00113900","Variable","Owner Occupied","No","No","Yes","70 to 80%","2",33,0,0.77,0.0812254783783518,0.566309680784148,-0.169891455197819,-0.272561177608785,51.8291445,-10.1751123,"No","Kerry","0",NA
"1717","00000CONTR00165140","Variable","Buy to Let","No","No","Yes","90 to 100%","2",29,0,0.903557337,-0.433567584870806,-0.320168296894388,-0.999692668245823,-0.887266972834974,53.726669,-6.8790346,"Yes","Meath","< 90 days",NA
"1721","00000CONTR00238007","Variable","Owner Occupied","No","No","Yes","70 to 80%","3",35,0,0.76,0.492810230831965,1.80700702911174,0.35093847387652,0.0759701874210953,53.2775518,-9.0638901,"No","Galway","0",0.546221594269663
"1723","00000CONTR00159148","Variable","Owner Occupied","No","No","Yes","70 to 80%","2",28,0,0.72,0.382110994670023,1.00270333830787,0.35675583703319,0.663893505117884,53.2966289,-6.4917529,"No","Dublin","0",0.964977098754672
"1731","00000CONTR00101676","Tracker","Owner Occupied","No","No","Yes","0 to 10%","3",29,-1,0.023535336,-1.61796617628993,-1.08526920492805,0.817676609910032,1.0563578859377,52.1533628,-7.1719432,"No","Waterford","0",NA
"1732","00000CONTR00148662","Variable","Owner Occupied","No","No","Yes","90 to 100%","2",29,0,0.941413448,0.699226852092533,1.03507594537078,0.0447935070137599,0.229781345186512,53.7223016,-6.3599701,"No","Louth","0",0.966895586420263
"1733","00000CONTR00154964","Tracker","Owner Occupied","No","No","Yes","90 to 100%","3",32,-1,0.906110444,0.972645641434791,-1.11824804075066,0.409905493119163,0.351176388287145,53.3585513,-6.2405492,"No","Dublin","0",0.554300371729801
"1738","00000CONTR00109768","Variable","Owner Occupied","No","No","Yes","60 to 70%","2",28,0,0.63,0.659275247604414,1.80037892961488,1.13317199752773,1.5239040877296,53.4021524,-6.2569801,"No","Dublin","0",0.962052136004226
"1739","00000CONTR00110052","Tracker","Buy to Let","No","No","Yes","70 to 80%","3",32,0,0.78,0.360886704837354,-0.71837965654591,0.129622964213738,0.0795241365780267,53.4023502,-6.2573334,"No","Dublin","0",0.579417157964874
"1742","00000CONTR00186586","Variable","Owner Occupied","No","No","Yes","70 to 80%","2",28,0,0.7,1.58065911278749,3.1800339768039,1.9910644833793,2.47416331006183,53.3589749,-6.273954,"Yes","Dublin","< 90 days",0.952456085903453
"1744","00000CONTR00033585","Tracker","Buy to Let","No","Yes","Yes","90 to 100%","4",35,2,0.949202065,-0.184702385432248,-0.897823321911589,-0.822218290511521,-0.963603468392205,51.8838036,-8.6314392,"No","Cork","0",NA
"1750","00000CONTR00206264","Tracker","Owner Occupied","No","No","Yes","30 to 40%","3",32,0,0.330384369,-0.907160556373758,-1.06065632379377,-0.0945052604545594,-0.137702877621184,52.845888,-6.9189314,"Yes","Carlow","< 90 days",NA
"1751","00000CONTR00187951","Variable","Buy to Let","No","No","Yes","70 to 80%","4",29,0,0.78,0.0849709403178761,1.00270333830787,-0.192492746740631,-0.0239895679566996,53.047993,-6.8284597,"Yes","Kildare","< 90 days",NA
"1753","00000CONTR00152301","Tracker","Owner Occupied","No","No","Yes","90 to 100%","2",34,0,0.941413448,0.529848696787023,0.991094060599327,-0.119041607883067,-0.284334574947474,54.9617029,-7.7045413,"Yes","Donegal","< 6 months",NA
"1754","00000CONTR00204564","Variable","Owner Occupied","No","No","Yes","30 to 40%","3",29,0,0.372570042,-1.0469911702643,-0.976026811273665,-0.683033026214705,-0.54860847358022,54.96112,-7.7030946,"No","Donegal","0",NA
"1756","00000CONTR00168171","Variable","Buy to Let","No","No","Yes","30 to 40%","2",34,0,0.364797711,-0.997467827762104,-0.795158508428617,-0.525519426856289,-0.65512216885823,51.9350842,-8.3862525,"No","Cork","0",NA
"1762","00000CONTR00013066","Variable","Owner Occupied","No","Yes","Yes","> 100%","4",31,3,1.059090129,1.68719672365406,3.0731558738615,0.636621586546231,0.661907067826317,53.9839586,-8.1578985,"No","Roscommon","0",0.324504690835745
"1772","00000CONTR00139000","Tracker","Owner Occupied","No","No","Yes","60 to 70%","3",34,-2,0.62,1.12745810572761,1.28256877108587,1.87575247278963,1.53530936153535,54.833478,-7.4807827,"No","Donegal","0",0.590300792872801
"1773","00000CONTR00183655","Tracker","Owner Occupied","No","No","Yes","60 to 70%","4",33,2,0.61,0.845299902438778,1.28978289158657,1.52257449483116,1.31808380960698,54.833328,-7.4807813,"No","Donegal","0",0.426375139058296
"1774","00000CONTR00094630","Tracker","Buy to Let","No","Yes","Yes","70 to 80%","4",31,1,0.7,-0.461866637705596,-0.217998570123773,-0.665984101541236,-0.641315335265699,52.791665,-6.1514306,"No","Wicklow","0",NA
"1775","00000CONTR00136883","Tracker","Buy to Let","No","Yes","Yes","60 to 70%","4",33,3,0.67,1.28851300878978,1.56443475879015,1.78497183902937,1.56469498546492,54.2180049,-9.0910378,"No","Sligo","0",0.418120835320759
"1778","00000CONTR00030347","Tracker","Buy to Let","No","Yes","Yes","10 to 20%","4",31,1,0.133221343,-1.33455948594133,-0.818346752468706,0.209468392815576,0.234551639043418,52.6595873,-8.6368317,"No","Limerick","0",NA
"1781","00000CONTR00161065","Fixed","Owner Occupied","No","No","Yes","> 100%","4",30,-1,1.015812737,-0.268767218712285,0.547183168483939,-0.99276586676768,-0.925528599418362,53.3829478,-6.0966391,"Yes","Dublin","< 6 months",NA
"1786","00000CONTR00171741","Tracker","Buy to Let","No","No","Yes","30 to 40%","2",33,1,0.38,-0.85888570162543,-0.507169612235052,-0.263375079079456,-0.360420704347086,52.3579578,-8.6833541,"No","Cork","0",NA
"1787","00000CONTR00084156","Fixed","Owner Occupied","No","No","Yes","40 to 50%","2",29,-3,0.400100715,-0.915483807295011,-0.263465715224892,-0.49319375033874,-0.345580756571652,53.3174686,-8.2160115,"No","Galway","0",NA
"1789","00000CONTR00075931","Variable","Owner Occupied","No","No","Yes","> 100%","3",33,2,1.049118072,-0.111041615721147,-0.925618903183688,-0.896534009327259,-0.955487965123856,52.5102473,-7.8867363,"No","Tipperary","0",NA
"1797","00000CONTR00046624","Tracker","Owner Occupied","No","No","Yes","70 to 80%","3",34,2,0.74,0.476579891353735,0.254354547214144,0.401906661479545,0.190872550108262,54.9578285,-7.6989393,"Yes","Donegal","< 90 days",0.550619243924474
"1799","00000CONTR00098963","Variable","Owner Occupied","No","No","Yes","70 to 80%","2",32,0,0.73,0.0379445736539408,-0.401817185583404,-0.10859451164377,-0.151358302473124,53.2986897,-6.4951867,"No","Dublin","0",NA
"1804","00000CONTR00114657","Tracker","Owner Occupied","No","No","Yes","10 to 20%","2",31,0,0.164747353,-1.32332309731332,-1.07278089577794,-0.203633204685216,-0.178745539375972,52.3479467,-7.3931319,"No","Tipperary","0",NA
"1809","00000CONTR00088158","Tracker","Owner Occupied","No","No","Yes","60 to 70%","2",28,0,0.6,0.980136566966449,1.41745463465047,1.79048654943449,2.25198974632918,53.3521713,-6.2859554,"No","Dublin","0",0.958139957998183
"1815","00000CONTR00013119","Variable","Owner Occupied","No","No","Yes","90 to 100%","4",32,2,0.941413448,0.509456732013427,1.29332932901873,-0.138766228776638,-0.180600992112027,53.3381653,-9.181901,"No","Galway","0",NA
"1818","00000CONTR00007587","Variable","Owner Occupied","No","No","Yes","10 to 20%","2",35,0,0.117676681,-1.4631537110386,-0.998578515177056,-0.457580509342111,-0.640485669489477,51.8659927,-8.1195954,"No","Cork","0",NA
"1820","00000CONTR00082463","Fixed","Owner Occupied","No","No","Yes","30 to 40%","3",32,2,0.301964033,-0.941285884787321,-0.273286618512809,0.00770287996244902,-0.0386418638643932,53.9217211,-7.5836496,"No","Cavan","0",NA
"1828","00000CONTR00197292","Tracker","Buy to Let","No","No","Yes","60 to 70%","3",28,2,0.6,1.13120356931974,1.14838007057246,2.01975714404725,2.50594522297558,53.8617258,-7.2090436,"No","Cavan","0",0.671165957466013
"1829","00000CONTR00178500","Variable","Buy to Let","No","Yes","Yes","70 to 80%","4",30,3,0.73,0.49946883130455,1.17572098051552,0.467112697558401,0.583726797630265,53.8614593,-7.2095998,"No","Cavan","0",0.558237319940908
"1833","00000CONTR00215056","Variable","Buy to Let","No","No","Yes","10 to 20%","3",35,0,0.18828269,-1.41820815669183,-0.751600983705493,-0.921310370628412,-1.05141229265112,52.8079723,-6.7265869,"No","Carlow","0",NA
"1847","00000CONTR00146842","Tracker","Owner Occupied","No","No","Yes","90 to 100%","3",32,-2,0.982507401,-0.250456066916894,-0.8371196314488,-0.932367995788753,-0.949766690218632,51.8827915,-8.4789105,"No","Cork","0",NA
"1849","00000CONTR00037249","Fixed","Owner Occupied","No","No","Yes","60 to 70%","3",30,0,0.63,-0.754845066431855,-0.156648235742653,-0.910804071890185,-0.840794646491336,52.9826632,-6.0597426,"Yes","Wicklow","< 90 days",NA
"1862","00000CONTR00176385","Variable","Buy to Let","No","Yes","Yes","0 to 10%","4",30,3,0.066610671,-1.61463687597101,-1.02731375080521,-1.13602111855646,-1.07362911069589,53.2839119,-6.2490992,"No","Dublin","0",NA
"1864","00000CONTR00189399","Fixed","Owner Occupied","No","No","Yes","90 to 100%","4",34,0,0.92964578,0.375452394197438,1.54962257305953,-0.24299946169583,-0.397408480201164,53.4711551,-8.5018705,"No","Galway","0",NA
"1873","00000CONTR00161221","Tracker","Owner Occupied","No","No","Yes","60 to 70%","2",31,0,0.66,-0.026144457547298,0.302297125556067,0.0326304916432345,0.0576300150567409,52.2558555,-7.112459,"No","Waterford","0",NA
"1881","00000CONTR00237780","Tracker","Owner Occupied","No","No","Yes","90 to 100%","4",34,0,0.941413448,1.01883968303965,-0.986332697460208,0.353946748774218,0.147123691298085,53.9427424,-8.9504273,"No","Mayo","0",0.489006181962883
"1882","00000CONTR00063555","Tracker","Owner Occupied","No","No","Yes","70 to 80%","2",34,0,0.729595422,-0.304557197243995,0.133371526144311,-0.534868819782226,-0.663650650922477,53.9020579,-8.5783468,"No","Roscommon","0",NA
"1883","00000CONTR00186555","Tracker","Owner Occupied","No","No","Yes","30 to 40%","2",35,0,0.376565379,-1.18848643410773,-1.00694446983329,-1.0420733555406,-1.15842443419184,53.0259254,-7.3011999,"Yes","Laois","< 90 days",NA
"1886","00000CONTR00229159","Fixed","Buy to Let","No","No","Yes","40 to 50%","3",35,0,0.423636052,-1.10941555134739,-0.475342610856858,-1.00897535221041,-1.12909518073305,51.9047172,-8.4954274,"No","Cork","0",NA
"1887","00000CONTR00107351","Variable","Owner Occupied","No","No","Yes","90 to 100%","2",33,0,0.92964578,0.446200025871261,1.17216443949432,-0.173700872387625,-0.276141414036102,53.2519134,-6.8396141,"No","Kildare","0",NA
"1892","00000CONTR00196810","Fixed","Buy to Let","No","No","Yes","70 to 80%","3",31,-1,0.73,1.0887549896544,1.92623198684906,1.20219061253684,1.22774386033727,53.9403075,-8.0785756,"No","Leitrim","0",0.597529675647415
"1893","00000CONTR00144954","Variable","Owner Occupied","No","No","Yes","30 to 40%","3",31,-2,0.364797711,-1.11524182692617,-1.04752137078952,-0.819505875965701,-0.794909794574383,53.6418309,-6.6559152,"No","Meath","0",NA
"1895","00000CONTR00181438","Fixed","Owner Occupied","No","No","Yes","90 to 100%","4",30,0,0.941413448,1.06961151329572,1.97250743672772,0.403057029366375,0.517504603092124,53.3487441,-7.203044,"No","Offaly","0",0.459178299293191
"1907","00000CONTR00071434","Tracker","Owner Occupied","No","No","Yes","20 to 30%","3",30,-1,0.254893361,-1.14437320482003,-0.849486694866232,-0.296494186914303,-0.205707226994422,53.437275,-6.1344968,"No","Dublin","0",NA
"1910","00000CONTR00091610","Variable","Owner Occupied","No","No","Yes","60 to 70%","2",35,1,0.69,1.40170922012894,0.76308138018358,1.81671165602675,1.37484109046403,52.1337833,-7.9351831,"No","Waterford","0",0.968255437113053
"1912","00000CONTR00133378","Variable","Buy to Let","No","No","Yes","20 to 30%","5",33,3,0.24712103,-0.915067644765474,-0.129974177441681,0.61065435066251,0.461025972808593,53.1465381,-7.1767198,"No","Laois","0",NA
"1916","00000CONTR00142338","Fixed","Owner Occupied","No","No","Yes","70 to 80%","2",35,0,0.788433763,-0.636654904903516,0.144223017983476,-1.04820162628513,-1.16385490109272,53.9104605,-6.947662,"No","Cavan","0",NA
"1919","00000CONTR00047013","Variable","Owner Occupied","No","No","Yes","60 to 70%","2",31,0,0.64,1.44249314967613,0.559105664193474,2.19431543637321,2.22033840351307,53.4610502,-6.2260906,"No","Dublin","0",0.962675758783145
"1921","00000CONTR00194117","Fixed","Owner Occupied","Yes","No","Yes","90 to 100%","3",35,2,0.906110444,0.849045366030911,1.84984718328461,0.285692137269676,0.0181532143368187,53.3767676,-6.3291662,"No","Dublin","0",0.558246388532016
"1922","00000CONTR00008675","Fixed","Owner Occupied","No","No","Yes","0 to 10%","2",31,0,0.035303004,-1.61796617628993,-1.0406507799878,-0.212834192948415,-0.18795088481459,53.3767826,-6.3299874,"No","Dublin","0",NA
"1923","00000CONTR00110219","Variable","Owner Occupied","No","No","Yes","60 to 70%","2",31,0,0.66,0.586030640753372,1.43243858492564,0.877251187452274,0.902650594208017,53.3767714,-6.3290268,"No","Dublin","0",0.963857273061054
"1924","00000CONTR00110490","Tracker","Owner Occupied","No","No","Yes","70 to 80%","3",32,0,0.74,1.38839201918377,0.23048934797502,1.52393451876573,1.43090295862341,53.3769857,-6.3293477,"No","Dublin","0",0.537035078156369
"1925","00000CONTR00110745","Variable","Owner Occupied","No","No","Yes","70 to 80%","3",28,0,0.77,0.923122297941027,0.40896304767184,0.82573892315804,1.18337060674537,53.376637,-6.3289067,"No","Dublin","0",0.558148112275515
"1926","00000CONTR00128626","Tracker","Buy to Let","No","Yes","Yes","60 to 70%","4",33,1,0.68,0.663020709543939,-1.06092912663613,0.887670890468608,0.721376834950231,53.3763669,-6.3290952,"Yes","Dublin","< 6 months",0.364159338681697
"1929","00000CONTR00098890","Variable","Owner Occupied","No","No","Yes","10 to 20%","3",28,2,0.183179346,-1.23343198845451,-0.802524186038997,0.0349142087958691,0.307400143519844,53.1679637,-6.9035564,"No","Kildare","0",NA
"1933","00000CONTR00142735","Tracker","Buy to Let","No","Yes","Yes","70 to 80%","4",33,1,0.76,0.218975279786474,0.510587168436751,0.0228391894325732,-0.0914254594251177,53.1497454,-6.0788536,"No","Wicklow","0",0.430456400063567
"1935","00000CONTR00168041","Variable","Buy to Let","No","No","Yes","90 to 100%","4",32,0,0.92964578,1.4649659262711,0.49432003442754,0.824198830505122,0.752713075436535,52.4479806,-9.0537621,"Yes","Limerick","< 90 days",0.328419050037041
"1942","00000CONTR00024450","Tracker","Owner Occupied","No","No","Yes","60 to 70%","4",29,2,0.65,-0.158067982880865,-0.594870683006125,-0.116700813866148,0.0570677520835611,53.5200844,-6.1646635,"No","Dublin","0",NA
"1946","00000CONTR00032819","Tracker","Buy to Let","No","No","Yes","60 to 70%","2",34,0,0.6,0.830734214731303,1.27599119081817,1.56374235398877,1.25069486062628,53.5200278,-6.1635858,"No","Dublin","0",0.961502401133755
"1947","00000CONTR00074073","Fixed","Owner Occupied","No","No","Yes","70 to 80%","3",31,0,0.76,1.32679996315975,2.77377998565899,1.35019526168474,1.37581858141382,53.5201485,-6.1628125,"No","Dublin","0",0.529784249555473
"1949","00000CONTR00164090","Tracker","Buy to Let","No","No","Yes","60 to 70%","4",35,1,0.65,-0.719887412959219,-0.857064552372385,-0.903770876717178,-1.03586995733748,53.5201512,-6.163429,"No","Dublin","0",NA
"1951","00000CONTR00060422","Fixed","Owner Occupied","No","No","Yes","60 to 70%","3",29,0,0.69,1.23857350359278,1.73345129210821,1.60141863288762,1.89454773314141,53.5201308,-6.1641411,"No","Dublin","0",0.53110043259991
"1956","00000CONTR00182727","Tracker","Owner Occupied","No","No","Yes","90 to 100%","2",30,0,0.92369373,-0.461866637705596,-0.0379486761909846,-1.0553672980821,-0.990247371373,52.1808404,-6.8578254,"No","Wexford","0",NA
"1957","00000CONTR00082388","Tracker","Owner Occupied","No","No","Yes","40 to 50%","3",30,0,0.45294605,-1.06738313470738,-0.68964442082146,-1.00632320004634,-0.939544476598808,51.8724037,-8.4371462,"No","Cork","0",NA
"1961","00000CONTR00229108","Tracker","Owner Occupied","Yes","No","Yes","90 to 100%","3",29,0,0.91589673,-0.709483349555544,-0.206379188826186,-1.29118039327408,-1.1990048214011,53.332277,-6.2772631,"No","Dublin","0",NA
"1963","00000CONTR00015580","Variable","Owner Occupied","No","No","Yes","70 to 80%","3",28,0,0.73,-0.184702385432248,0.130825366175288,-0.386325221049124,-0.159192884984305,52.3445834,-6.4699588,"No","Wexford","0",NA
"1968","00000CONTR00099072","Fixed","Owner Occupied","Yes","No","Yes","70 to 80%","2",35,0,0.72,0.178191350239283,1.25024668293113,0.0988527360842681,-0.147411461724989,53.522591,-7.3053963,"No","Westmeath","0",0.978748840924234
"1975","00000CONTR00009546","Variable","Owner Occupied","No","No","Yes","70 to 80%","3",32,0,0.799328055,-0.587547725096115,-0.0938833680810741,-1.00896291231927,-1.02400314595577,53.2306237,-7.2233419,"No","Offaly","0",NA
"1978","00000CONTR00017690","Tracker","Owner Occupied","No","No","Yes","30 to 40%","2",32,-2,0.353030043,-1.00454259109475,-1.05091625095151,-0.485490176499417,-0.516648841785634,53.2437922,-6.1211269,"Yes","Dublin","< 90 days",NA
"1979","00000CONTR00102635","Variable","Owner Occupied","No","No","Yes","> 100%","3",29,0,1.035554793,1.82536268676542,1.96115075420198,0.824263681548928,1.06340257242555,53.8120244,-6.9355239,"No","Cavan","0",0.684851340577054
"1980","00000CONTR00102708","Variable","Owner Occupied","No","No","Yes","90 to 100%","3",29,1,0.917878112,0.218975279786474,0.138281977948761,-0.372200047010637,-0.216181424931135,53.5104462,-8.8435457,"No","Galway","0",NA
"1985","00000CONTR00154420","Fixed","Owner Occupied","No","No","Yes","60 to 70%","2",28,0,0.63,0.00215459611379721,0.821632959091894,0.183366755122475,0.471836135054647,53.3579556,-6.376196,"No","Dublin","0",0.97592597583625
"1986","00000CONTR00074428","Variable","Owner Occupied","No","No","Yes","60 to 70%","3",34,0,0.64,-0.0336353830789559,-0.956627496066899,0.0940499485013937,-0.0899532285301177,53.324741,-6.3910479,"No","Dublin","0",NA
"1994","00000CONTR00025525","Fixed","Owner Occupied","No","No","Yes","70 to 80%","3",29,0,0.77,-0.365733090738477,0.272470678462175,-0.698466357197551,-0.56511398377809,54.0519015,-8.7223072,"No","Sligo","0",NA
"1995","00000CONTR00217101","Tracker","Owner Occupied","No","No","Yes","10 to 20%","3",30,0,0.18828269,-1.48354567564693,-1.06100995711389,-1.23730684745665,-1.17834058260338,52.3305867,-6.4570103,"No","Wexford","0",NA
"2001","00000CONTR00156898","Fixed","Buy to Let","No","Yes","Yes","30 to 40%","4",28,2,0.35,-0.815188634867265,-0.218180438899335,0.0226397379360075,0.293804116828097,53.9543993,-8.0850319,"No","Leitrim","0",NA
"2002","00000CONTR00042681","Tracker","Owner Occupied","No","No","Yes","10 to 20%","2",30,-1,0.152979685,-1.42112129439858,-0.99730543509625,-0.626524828263446,-0.546900350815256,53.95398,-8.0853182,"No","Leitrim","0",NA
"2003","00000CONTR00057645","Tracker","Owner Occupied","No","No","Yes","70 to 80%","2",30,0,0.788433763,-0.699079285986609,-1.04550060878146,-1.12029893060475,-1.05737515822201,51.9121525,-8.9810578,"No","Cork","0",NA
"2005","00000CONTR00143846","Tracker","Buy to Let","No","Yes","Yes","70 to 80%","4",32,3,0.74,-0.235058052828259,-0.194860845344932,-0.473797416221875,-0.505316117242978,53.9425461,-8.0773766,"No","Leitrim","0",NA
"2007","00000CONTR00051498","Fixed","Owner Occupied","No","No","Yes","70 to 80%","3",32,0,0.75,0.29305221169659,1.54026644513907,0.143401549196901,0.0928784601217368,53.2697177,-9.0838781,"No","Galway","0",0.54030921317594
"2009","00000CONTR00166385","Tracker","Owner Occupied","No","No","Yes","30 to 40%","2",29,0,0.38,-0.850146288339901,-0.809526126355039,-0.242432572618371,-0.0773987942050488,53.2276838,-6.6486411,"Yes","Kildare","< 90 days",NA
"2011","00000CONTR00157354","Tracker","Owner Occupied","No","No","Yes","90 to 100%","2",31,0,0.941413448,1.04547408492999,-0.318996254886701,0.379709518920923,0.404873364979596,52.6632136,-7.2346011,"No","Kilkenny","0",0.974012783742282
"2015","00000CONTR00078366","Tracker","Buy to Let","No","Yes","Yes","60 to 70%","4",33,2,0.62,0.299710812169176,-0.875756600874725,0.660025436467666,0.507426828973138,52.6629402,-8.5366877,"Yes","Limerick","< 90 days",0.317236774471154
"2022","00000CONTR00064049","Fixed","Owner Occupied","No","No","Yes","70 to 80%","3",31,0,0.75,1.45830732579852,2.25335293786488,1.55818427762715,1.58390607056465,53.2820315,-6.4038957,"No","Dublin","0",0.548763315304295
"2034","00000CONTR00221497","Variable","Owner Occupied","No","No","Yes","60 to 70%","4",32,0,0.62,0.488232443833367,1.05783982933044,0.936910477366493,0.861954179331618,52.0622632,-9.5008912,"No","Kerry","0",0.455198147707979
"2038","00000CONTR00225020","Tracker","Owner Occupied","Yes","No","Yes","90 to 100%","4",34,1,0.906110444,0.859033266739789,-0.125003103140021,0.295729579695381,0.0940182005924389,51.9092508,-8.9803608,"No","Cork","0",0.432272748122514
"2045","00000CONTR00139870","Tracker","Buy to Let","No","No","Yes","90 to 100%","4",34,2,0.949202065,-0.259611642731959,0.243583885692242,-0.894081533487941,-0.99132318778491,53.1841626,-6.1292821,"No","Wicklow","0",NA
"2054","00000CONTR00090920","Variable","Owner Occupied","No","No","Yes","70 to 80%","2",34,1,0.75,1.53821053312215,-0.803979134670677,1.65519795086375,1.33412032572109,54.4759991,-8.3054575,"No","Donegal","0",0.974370767131982
"2057","00000CONTR00117654","Tracker","Owner Occupied","No","No","Yes","70 to 80%","3",28,1,0.76602272,-0.614182127647499,-0.407869367665461,-0.985629056198344,-0.823021984099445,54.4728323,-8.3238193,"No","Leitrim","0",NA
